text,label,label_id
"View mê, phong cảnh xịn, đáng đi lắm!",POS,2
"Hơi chán, nhân viên cộc lốc.",NEG,0
"Mặc dù cao, nhưng lãng mạn.",NEU,1
Cảnh tốt nhưng thất vọng.,NEU,1
"Địa điểm tốt, nhân viên thân thiện.",POS,2
"Tuyệt vời! đỉnh, tốt, 10 điểm!",POS,2
"bẩn quá, dở, không recommend!",NEG,0
"Hơi xấu, nhân viên cộc lốc.",NEG,0
"Quá dở, không nhiệt tình, phí tiền!",NEG,0
"View tốt, phong cảnh đẹp, đáng đi lắm!",POS,2
"Mặc dù không đáng tiền, nhưng xuất sắc.",NEU,1
"chờ lâu, nhân viên thái độ kém, dở!",NEG,0
View đẹp nhưng xa,NEU,1
"Cũng ấn tượng, recommend.",POS,2
"Cũng xịn, recommend.",POS,2
"Dù xếp hàng dài, cảnh vẫn tuyệt vời.",NEU,1
"nhân viên thân thiện, nhưng tồi.",NEU,1
"Cũng đỉnh, recommend.",POS,2
"Địa điểm đẹp, dịch vụ chuyên nghiệp.",POS,2
"decor đẹp, tuyệt vời.",POS,2
"Địa điểm ấn tượng, nhân viên thân thiện.",POS,2
"Không tồi lắm, cũng được.",NEU,1
"Không quá tồi, tạm ổn.",NEU,1
"nhân viên thân thiện, tiện nghi đầy đủ, sẽ quay lại!",POS,2
"nhân viên cộc lốc, tệ.",NEG,0
"Cũng đẹp, recommend.",POS,2
"đông quá, nhân viên cộc lốc, bẩn!",NEG,0
"kém, ồn ào.",NEG,0
"phục vụ tốt, wifi mạnh, sẽ quay lại!",POS,2
"bẩn quá, tồi, không recommend!",NEG,0
"Hơi xếp hàng dài, nhưng chấp nhận được.",NEU,1
Cũng đẹp,NEU,1
"Cũng tệ, không recommend.",NEG,0
"Khá xấu, không đáng tiền.",NEG,0
Tuy thất vọng nhưng ấn tượng.,NEU,1
"Dịch vụ dở, nhân viên cộc lốc, không bao giờ quay lại!",NEG,0
"Địa điểm đẹp, dịch vụ chuyên nghiệp.",POS,2
"Hơi kém, nhân viên cộc lốc.",NEG,0
"Tuyệt vời! mê, tốt, 10 điểm!",POS,2
Nhân viên thân thiện nhưng phục vụ chậm,NEU,1
"Địa điểm ấn tượng, nhân viên thân thiện.",POS,2
"Địa điểm ổn, nhân viên vui vẻ.",POS,2
"Cảnh lãng mạn, chụp hình xịn, thích lắm!",POS,2
"View thơ mộng, nhưng nhân viên thái độ kém.",NEU,1
"View ổn, đáng để ghé thăm.",POS,2
"Không quá chán, tạm ổn.",NEU,1
Hơi đắt nhưng đáng tiền,POS,2
"Hơi kém, phục vụ chậm.",NEG,0
"Giá không đáng tiền, kém, thất vọng!",NEG,0
"Tuyệt vời! ổn, đẹp, 10 điểm!",POS,2
"Khá hay, dịch vụ chuyên nghiệp.",POS,2
"Dịch vụ dở, nhân viên cộc lốc, không bao giờ quay lại!",NEG,0
wifi mạnh nhưng mắc.,NEU,1
"Tương đối ok, tạm chấp nhận.",NEU,1
"Không quá kém, tạm ổn.",NEU,1
"Địa điểm thích, nhân viên thân thiện.",POS,2
"Địa điểm xịn, nhân viên vui vẻ, rất recommend!",POS,2
"wc hôi, bẩn, không recommend!",NEG,0
"Giá chát, xấu, thất vọng!",NEG,0
"decor đẹp, ấn tượng.",POS,2
"Cảnh hay, chụp hình tuyệt vời, thích lắm!",POS,2
"Khá ok, không quá tốt.",NEU,1
"Hơi tệ, dịch vụ tệ.",NEG,0
"View xuất sắc, phong cảnh tốt, đáng đi lắm!",POS,2
"Cũng mê, recommend.",POS,2
"phục vụ chậm, kém.",NEG,0
"Không thất vọng lắm, cũng được.",NEU,1
"Khá bẩn, không đáng tiền.",NEG,0
"Cảnh ấn tượng, chụp hình ok, thích lắm!",POS,2
"Hơi thất vọng, phục vụ chậm.",NEG,0
"phục vụ chậm, bẩn.",NEG,0
"nhân viên vui vẻ, tiện nghi đầy đủ, sẽ quay lại!",POS,2
"Địa điểm mê, phục vụ tốt, rất recommend!",POS,2
"Khá ok, không quá tuyệt vời.",NEU,1
"dịch vụ tệ, kém.",NEG,0
"Hơi chán, nhân viên thái độ kém.",NEG,0
Cảnh thích nhưng chán.,NEU,1
"bẩn, chen chúc.",NEG,0
"Quá tệ, nhân viên cộc lốc, phí tiền!",NEG,0
"Địa điểm tốt, nhân viên thân thiện.",POS,2
"Tạm ổn, bình thường.",NEU,1
"Địa điểm thơ mộng, nhân viên thân thiện.",POS,2
"Cung dc, binh thuong",NEU,1
"View đỉnh, đáng để ghé thăm.",POS,2
"phòng sạch sẽ, tốt.",POS,2
"mùi khó chịu, kém, không recommend!",NEG,0
"Dịch vụ tệ, nhưng cảnh đẹp bù lại",NEU,1
"Địa điểm ổn, hỗ trợ nhiệt tình.",POS,2
"Hơi tồi, nhân viên cộc lốc.",NEG,0
"nhân viên thái độ kém, tệ.",NEG,0
"phục vụ tốt, phòng sạch sẽ, sẽ quay lại!",POS,2
"View ok, phong cảnh tốt, đáng đi lắm!",POS,2
"chán, ồn ào.",NEG,0
"Cũng tốt, recommend.",POS,2
"Cảnh thơ mộng, chụp hình đẹp, thích lắm!",POS,2
Giá hơi cao,NEU,1
"View ổn, đáng để ghé thăm.",POS,2
"Quá xấu, phục vụ chậm, phí tiền!",NEG,0
"Cũng tuyệt vời, recommend.",POS,2
Giá hơi cao,NEU,1
"Cũng ok, recommend.",POS,2
"dịch vụ tệ, xấu.",NEG,0
Đẹp nhưng đắt,NEU,1
"wifi mạnh, tốt.",POS,2
"kém, ồn ào.",NEG,0
Không hề tệ,POS,2
"Khá xấu, không đáng tiền.",NEG,0
"Dịch vụ xấu, phục vụ chậm, không bao giờ quay lại!",NEG,0
"chán, đông quá.",NEG,0
Không đẹp,NEG,0
Hơi đắt nhưng đáng tiền,POS,2
"Quá tồi, không nhiệt tình, phí tiền!",NEG,0
"Phòng sạch, view đẹp, chỉ hơi xa trung tâm",POS,2
"Giá hơi đắt, còn lại ok.",NEU,1
Cũng đẹp,NEU,1
"View mê, phong cảnh ổn, đáng đi lắm!",POS,2
Cảnh đỉnh nhưng bẩn.,NEU,1
Hơi đắt,NEU,1
"Tuyệt vời! ấn tượng, ok, 10 điểm!",POS,2
"Quá tệ, phục vụ chậm, phí tiền!",NEG,0
"View đỉnh, phong cảnh mê, đáng đi lắm!",POS,2
"Cũng được, không có gì đặc biệt.",NEU,1
"dịch vụ chuyên nghiệp, phòng rộng rãi, sẽ quay lại!",POS,2
"Hơi đông quá, nhưng chấp nhận được.",NEU,1
"Cũng xấu, không recommend.",NEG,0
"Cảnh hay, chụp hình đỉnh, thích lắm!",POS,2
"View ổn, phong cảnh mê, đáng đi lắm!",POS,2
"Cũng tồi, không recommend.",NEG,0
"Khá dở, không đáng tiền.",NEG,0
"Cũng không kém, ok.",NEU,1
"Tương đối hay, tạm chấp nhận.",NEU,1
Tuy bẩn nhưng đỉnh.,NEU,1
"View tuyệt vời, phong cảnh đỉnh, đáng đi lắm!",POS,2
"tồi, chờ lâu.",NEG,0
"nhân viên thân thiện, nhưng thất vọng.",NEU,1
"Không quá tệ, tạm ổn.",NEU,1
"chờ lâu, nhân viên thái độ kém, kém!",NEG,0
"Dịch vụ xấu, dịch vụ tệ, không bao giờ quay lại!",NEG,0
"Địa điểm đẹp, nhân viên vui vẻ, rất recommend!",POS,2
Không dở lắm,NEU,1
"Cũng chán, không recommend.",NEG,0
"rác nhiều, tệ, không recommend!",NEG,0
"Địa điểm thơ mộng, phục vụ tốt, rất recommend!",POS,2
"Khá xuất sắc, nhân viên thân thiện.",POS,2
"Khá tồi, không đáng tiền.",NEG,0
"tiện nghi đầy đủ, xịn.",POS,2
"Địa điểm lãng mạn, hỗ trợ nhiệt tình, rất recommend!",POS,2
"ổn, chỉ hơi dở thôi.",NEU,1
"View hay, nhưng nhân viên thái độ kém.",NEU,1
"nhân viên vui vẻ, phòng rộng rãi, sẽ quay lại!",POS,2
"Hơi chờ lâu, nhưng chấp nhận được.",NEU,1
phòng rộng rãi nhưng đắt.,NEU,1
"xấu, đông quá.",NEG,0
wifi mạnh nhưng mắc.,NEU,1
"Tuyệt vời! ổn, ấn tượng, 10 điểm!",POS,2
"Giá chát, thất vọng, thất vọng!",NEG,0
"Không quá dở, tạm ổn.",NEU,1
"wc hôi, bẩn, không recommend!",NEG,0
"mê, chỉ hơi dở thôi.",NEU,1
"decor đẹp, ok.",POS,2
"Tuyệt vời! đỉnh, hay, 10 điểm!",POS,2
"View thơ mộng, phong cảnh thơ mộng, đáng đi lắm!",POS,2
Nhân viên thân thiện nhưng phục vụ chậm,NEU,1
"Không quá chán, tạm ổn.",NEU,1
"mùi khó chịu, tệ, không recommend!",NEG,0
Tuy xấu nhưng đẹp.,NEU,1
"rác nhiều, tệ, không recommend!",NEG,0
"View ấn tượng, nhưng phục vụ chậm.",NEU,1
"Tuyệt vời! lãng mạn, đẹp, 10 điểm!",POS,2
"Cũng được, không có gì đặc biệt.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"Tương đối đỉnh, tạm chấp nhận.",NEU,1
Không hay,NEG,0
Cảnh thơ mộng nhưng thất vọng.,NEU,1
"Cung dc, binh thuong",NEU,1
"ổn, chỉ hơi kém thôi.",NEU,1
Bình thường,NEU,1
"tệ, đông quá.",NEG,0
"Dịch vụ dở, không nhiệt tình, không bao giờ quay lại!",NEG,0
"nhân viên cộc lốc, thất vọng.",NEG,0
"View thơ mộng, nhưng nhân viên cộc lốc.",NEU,1
"Dịch vụ tệ, phục vụ chậm, không bao giờ quay lại!",NEG,0
"không nhiệt tình, thất vọng.",NEG,0
"Cũng xịn, recommend.",POS,2
"Giá chát, dở, thất vọng!",NEG,0
"Giá mắc, chán, thất vọng!",NEG,0
"nhân viên cộc lốc, thất vọng.",NEG,0
Giá đắt nhưng đáng tiền,POS,2
"nhân viên vui vẻ, decor đẹp, sẽ quay lại!",POS,2
"Cung dc, binh thuong",NEU,1
"Hơi kém, dịch vụ tệ.",NEG,0
"Xin xo, dinh cao",POS,2
"Cũng kém, không recommend.",NEG,0
"Giá chát, dở, thất vọng!",NEG,0
Hơi đắt,NEU,1
"chán, chờ lâu.",NEG,0
"Khá chán, không đáng tiền.",NEG,0
"nhân viên vui vẻ, nhưng chán.",NEU,1
"Dù chờ lâu, cảnh vẫn tuyệt vời.",NEU,1
"Dep lam, rat thich",POS,2
"dịch vụ chuyên nghiệp, phòng sạch sẽ, sẽ quay lại!",POS,2
ổn nhưng chen chúc.,NEU,1
"Khá hay, dịch vụ chuyên nghiệp.",POS,2
Phòng sạch nhưng nhỏ,NEU,1
"Khá xấu, không đáng tiền.",NEG,0
"Địa điểm lãng mạn, hỗ trợ nhiệt tình.",POS,2
"nhân viên thân thiện, phòng sạch sẽ, sẽ quay lại!",POS,2
"Tuyệt vời! đẹp, ok, 10 điểm!",POS,2
"Quá bẩn, không nhiệt tình, phí tiền!",NEG,0
"Quá tồi, nhân viên cộc lốc, phí tiền!",NEG,0
"Dù chờ lâu, cảnh vẫn ấn tượng.",NEU,1
"Khá xịn, nhân viên thân thiện.",POS,2
Không tốt lắm,NEG,0
"Giá hơi đắt, còn lại ok.",NEU,1
tốt nhưng chờ lâu.,NEU,1
"Cũng thất vọng, không recommend.",NEG,0
"Khá ok, không quá đẹp.",NEU,1
"Hơi chen chúc, nhưng chấp nhận được.",NEU,1
Cũng được,NEU,1
"Giá không đáng tiền, dở, thất vọng!",NEG,0
"Quá thất vọng, nhân viên cộc lốc, phí tiền!",NEG,0
Không đẹp,NEG,0
"Không quá tồi, tạm ổn.",NEU,1
"nhân viên thái độ kém, dở.",NEG,0
"Dù chờ lâu, cảnh vẫn tốt.",NEU,1
"Địa điểm xịn, phục vụ tốt, rất recommend!",POS,2
"dịch vụ chuyên nghiệp, tiện nghi đầy đủ, sẽ quay lại!",POS,2
"Hơi bẩn, dịch vụ tệ.",NEG,0
"không nhiệt tình, tồi.",NEG,0
"Dịch vụ thất vọng, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"tồi, chờ lâu.",NEG,0
"bẩn quá, tệ, không recommend!",NEG,0
"không nhiệt tình, tệ.",NEG,0
"dịch vụ chuyên nghiệp, wifi mạnh, sẽ quay lại!",POS,2
"Khá đỉnh, nhân viên thân thiện.",POS,2
"View mê, đáng để ghé thăm.",POS,2
Rẻ nhưng dở,NEU,1
đỉnh nhưng xếp hàng dài.,NEU,1
"Tuyệt vời! tốt, đẹp, 10 điểm!",POS,2
"Hơi dở, còn lại ok.",NEU,1
"Cảnh xịn, chụp hình tốt, thích lắm!",POS,2
"View thích, phong cảnh ấn tượng, đáng đi lắm!",POS,2
"Xin xo, dinh cao",POS,2
"Hơi xấu, còn lại ok.",NEU,1
Khá xa,NEU,1
"Khá ổn, phục vụ tốt.",POS,2
"Hơi ồn ào, nhưng chấp nhận được.",NEU,1
"Khá ok, không quá thơ mộng.",NEU,1
"View đỉnh, đáng để ghé thăm.",POS,2
"wifi mạnh, thơ mộng.",POS,2
"Khá thất vọng, không đáng tiền.",NEG,0
"Giá chát, bẩn, thất vọng!",NEG,0
"Tuyệt vời! hay, xuất sắc, 10 điểm!",POS,2
"Địa điểm ấn tượng, phục vụ tốt, rất recommend!",POS,2
Cũng không tệ,NEU,1
"chờ lâu, nhân viên thái độ kém, tồi!",NEG,0
"View tốt, phong cảnh tốt, đáng đi lắm!",POS,2
"Khá lãng mạn, dịch vụ chuyên nghiệp.",POS,2
"Khá ok, không quá xuất sắc.",NEU,1
Khá xa,NEU,1
"phục vụ chậm, tệ.",NEG,0
"Tương đối thích, tạm chấp nhận.",NEU,1
"View thơ mộng, phong cảnh đỉnh, đáng đi lắm!",POS,2
"Te qua, ko bao gio quay lai",NEG,0
"View ổn, phong cảnh đẹp, đáng đi lắm!",POS,2
Cảnh mê nhưng chán.,NEU,1
"Tuyệt vời! ok, thích, 10 điểm!",POS,2
"Cũng được, không có gì đặc biệt.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"Dịch vụ dở, nhân viên cộc lốc, không bao giờ quay lại!",NEG,0
"Cảnh đỉnh, chụp hình tốt, thích lắm!",POS,2
Không dở lắm,NEU,1
"hỗ trợ nhiệt tình, nhưng chán.",NEU,1
"Khá ok, không quá ổn.",NEU,1
"View đẹp, phong cảnh tuyệt vời, đáng đi lắm!",POS,2
"View mê, đáng để ghé thăm.",POS,2
"phục vụ tốt, tiện nghi đầy đủ, sẽ quay lại!",POS,2
"Dịch vụ tệ, nhưng cảnh đẹp bù lại",NEU,1
"rác nhiều, chán, không recommend!",NEG,0
"rác nhiều, tệ, không recommend!",NEG,0
"Tuyệt vời! lãng mạn, thơ mộng, 10 điểm!",POS,2
"Hơi tệ, không nhiệt tình.",NEG,0
"không nhiệt tình, bẩn.",NEG,0
Tuy chán nhưng mê.,NEU,1
"Cũng dở, không recommend.",NEG,0
"phục vụ tốt, nhưng chán.",NEU,1
"View thích, phong cảnh xịn, đáng đi lắm!",POS,2
"View xịn, đáng để ghé thăm.",POS,2
"Địa điểm tuyệt vời, nhân viên thân thiện, rất recommend!",POS,2
"Địa điểm hay, hỗ trợ nhiệt tình, rất recommend!",POS,2
"ồn ào, phục vụ chậm, xấu!",NEG,0
"Địa điểm ấn tượng, phục vụ tốt.",POS,2
Tạm được,NEU,1
"Tuyệt vời! hay, đẹp, 10 điểm!",POS,2
"Dù ồn ào, cảnh vẫn hay.",NEU,1
"Giá hơi không đáng tiền, còn lại ok.",NEU,1
"Khá ok, không quá ấn tượng.",NEU,1
"Quá tồi, nhân viên cộc lốc, phí tiền!",NEG,0
Đẹp nhưng đắt,NEU,1
"xếp hàng dài, dịch vụ tệ, tồi!",NEG,0
Bình thường,NEU,1
"Khá đỉnh, phục vụ tốt.",POS,2
Tạm ổn,NEU,1
Tuy bẩn nhưng ổn.,NEU,1
"Cảnh ổn, chụp hình thơ mộng, thích lắm!",POS,2
"mùi khó chịu, tồi, không recommend!",NEG,0
Cơ sở vật chất hơi cũ,NEU,1
"chờ lâu, nhân viên thái độ kém, tệ!",NEG,0
"xấu, chen chúc.",NEG,0
"Cảnh tuyệt vời, chụp hình xịn, thích lắm!",POS,2
"wifi mạnh, lãng mạn.",POS,2
"rác nhiều, kém, không recommend!",NEG,0
Tạm ổn,NEU,1
Hơi đắt,NEU,1
"Quá thất vọng, nhân viên thái độ kém, phí tiền!",NEG,0
"wc hôi, thất vọng, không recommend!",NEG,0
"Cũng ổn, recommend.",POS,2
"Tuyệt vời! ấn tượng, đẹp, 10 điểm!",POS,2
"mùi khó chịu, tồi, không recommend!",NEG,0
"lãng mạn, chỉ hơi bẩn thôi.",NEU,1
"tiện nghi đầy đủ, tốt.",POS,2
"View tốt, đáng để ghé thăm.",POS,2
"Cũng không bẩn, ok.",NEU,1
Đẹp nhưng đắt,NEU,1
Không hay,NEG,0
"Cũng tệ, không recommend.",NEG,0
"Cung dc, binh thuong",NEU,1
"Tuyệt vời! ổn, ok, 10 điểm!",POS,2
Ok thôi,NEU,1
"Dịch vụ thất vọng, nhân viên cộc lốc, không bao giờ quay lại!",NEG,0
"chen chúc, nhân viên cộc lốc, thất vọng!",NEG,0
"Địa điểm lãng mạn, dịch vụ chuyên nghiệp.",POS,2
"phòng sạch sẽ, đẹp.",POS,2
Cũng được,NEU,1
"dịch vụ chuyên nghiệp, phòng sạch sẽ, sẽ quay lại!",POS,2
"Dù xếp hàng dài, cảnh vẫn xuất sắc.",NEU,1
"Giá đắt, xấu, thất vọng!",NEG,0
"Mặc dù đắt, nhưng ấn tượng.",NEU,1
"Hơi tồi, phục vụ chậm.",NEG,0
"Hơi tệ, dịch vụ tệ.",NEG,0
"Quá xấu, dịch vụ tệ, phí tiền!",NEG,0
"Hơi dở, còn lại ok.",NEU,1
Khá ok,NEU,1
"Khá ok, không quá xuất sắc.",NEU,1
"Địa điểm xịn, hỗ trợ nhiệt tình.",POS,2
"bẩn quá, kém, không recommend!",NEG,0
"Địa điểm thơ mộng, nhân viên vui vẻ, rất recommend!",POS,2
"Dịch vụ kém, không nhiệt tình, không bao giờ quay lại!",NEG,0
"Tuyệt vời! ổn, tốt, 10 điểm!",POS,2
Không dở lắm,NEU,1
"Tuyệt vời! hay, đỉnh, 10 điểm!",POS,2
"Quá dở, dịch vụ tệ, phí tiền!",NEG,0
"dịch vụ tệ, chán.",NEG,0
"Khá tồi, không đáng tiền.",NEG,0
"Địa điểm lãng mạn, hỗ trợ nhiệt tình, rất recommend!",POS,2
"wc hôi, bẩn, không recommend!",NEG,0
"đông quá, dịch vụ tệ, tệ!",NEG,0
"Khá xịn, hỗ trợ nhiệt tình.",POS,2
"Địa điểm tuyệt vời, nhân viên vui vẻ.",POS,2
"Tuyệt vời! mê, thích, 10 điểm!",POS,2
"View hay, phong cảnh ổn, đáng đi lắm!",POS,2
"Không quá chán, tạm ổn.",NEU,1
"Khá ổn, nhân viên vui vẻ.",POS,2
"Khá ok, không quá thơ mộng.",NEU,1
"ồn ào, nhân viên cộc lốc, xấu!",NEG,0
"Tương đối ok, tạm chấp nhận.",NEU,1
"Tạm ổn, bình thường.",NEU,1
"View thơ mộng, đáng để ghé thăm.",POS,2
"Tương đối ok, tạm chấp nhận.",NEU,1
"Cũng tồi, không recommend.",NEG,0
"Hơi thất vọng, không nhiệt tình.",NEG,0
"thất vọng, chờ lâu.",NEG,0
"phòng sạch sẽ, mê.",POS,2
"Dù đông quá, cảnh vẫn ok.",NEU,1
"Giá chát, bẩn, thất vọng!",NEG,0
Không hề tệ,POS,2
"Cũng không xấu, ok.",NEU,1
"Khá ok, không quá ổn.",NEU,1
"Cảnh xịn, chụp hình tốt, thích lắm!",POS,2
"Cũng tuyệt vời, recommend.",POS,2
"View thích, phong cảnh mê, đáng đi lắm!",POS,2
"View ổn, đáng để ghé thăm.",POS,2
xịn nhưng chờ lâu.,NEU,1
"Tuyệt vời! hay, mê, 10 điểm!",POS,2
"Địa điểm tốt, phục vụ tốt.",POS,2
"mùi khó chịu, bẩn, không recommend!",NEG,0
"Địa điểm ấn tượng, phục vụ tốt, rất recommend!",POS,2
Tạm được,NEU,1
"View xịn, phong cảnh lãng mạn, đáng đi lắm!",POS,2
"Giá hơi không đáng tiền, còn lại ok.",NEU,1
"Hơi tệ, còn lại ok.",NEU,1
"xấu, chen chúc.",NEG,0
"Khá hay, nhân viên vui vẻ.",POS,2
"Cũng thất vọng, không recommend.",NEG,0
thơ mộng nhưng chen chúc.,NEU,1
"nhân viên cộc lốc, dở.",NEG,0
"phục vụ tốt, nhưng tệ.",NEU,1
"Địa điểm tuyệt vời, hỗ trợ nhiệt tình.",POS,2
"phòng rộng rãi, đẹp.",POS,2
"chán, đông quá.",NEG,0
"Giá hơi không đáng tiền, còn lại ok.",NEU,1
"ồn ào, không nhiệt tình, tồi!",NEG,0
"tiện nghi đầy đủ, ổn.",POS,2
Giá hơi cao,NEU,1
"hỗ trợ nhiệt tình, phòng sạch sẽ, sẽ quay lại!",POS,2
"Dịch vụ dở, nhân viên cộc lốc, không bao giờ quay lại!",NEG,0
"Khá lãng mạn, phục vụ tốt.",POS,2
"View đẹp, phong cảnh ấn tượng, đáng đi lắm!",POS,2
"Khá xuất sắc, nhân viên thân thiện.",POS,2
"Dịch vụ chán, không nhiệt tình, không bao giờ quay lại!",NEG,0
"Cũng không chán, ok.",NEU,1
"View xịn, đáng để ghé thăm.",POS,2
Tuy xấu nhưng mê.,NEU,1
"Giá chát, bẩn, thất vọng!",NEG,0
"tuyệt vời, chỉ hơi thất vọng thôi.",NEU,1
"bẩn, chờ lâu.",NEG,0
"Quá chán, phục vụ chậm, phí tiền!",NEG,0
"mùi khó chịu, xấu, không recommend!",NEG,0
phòng sạch sẽ nhưng đắt.,NEU,1
"Cảnh mê, chụp hình thơ mộng, thích lắm!",POS,2
"Không quá dở, tạm ổn.",NEU,1
"hỗ trợ nhiệt tình, tiện nghi đầy đủ, sẽ quay lại!",POS,2
"Không quá dở, tạm ổn.",NEU,1
"nhân viên vui vẻ, phòng rộng rãi, sẽ quay lại!",POS,2
"Dịch vụ bẩn, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"Hơi xấu, dịch vụ tệ.",NEG,0
"kém, chen chúc.",NEG,0
"View ok, phong cảnh thơ mộng, đáng đi lắm!",POS,2
"Cũng tệ, không recommend.",NEG,0
"Tạm ổn, bình thường.",NEU,1
"Tương đối mê, tạm chấp nhận.",NEU,1
"View thơ mộng, đáng để ghé thăm.",POS,2
"Hơi xếp hàng dài, nhưng chấp nhận được.",NEU,1
"xuất sắc, chỉ hơi dở thôi.",NEU,1
"Hơi chờ lâu, nhưng chấp nhận được.",NEU,1
"đông quá, nhân viên cộc lốc, thất vọng!",NEG,0
Khá ok,NEU,1
Khá ổn,NEU,1
"View ổn, phong cảnh đẹp, đáng đi lắm!",POS,2
"Địa điểm đỉnh, hỗ trợ nhiệt tình.",POS,2
"View hay, đáng để ghé thăm.",POS,2
"Khá xấu, không đáng tiền.",NEG,0
"ồn ào, dịch vụ tệ, xấu!",NEG,0
Cảnh ok nhưng tồi.,NEU,1
"Phòng sạch, view đẹp, chỉ hơi xa trung tâm",POS,2
"Không chán lắm, cũng được.",NEU,1
"nhân viên cộc lốc, xấu.",NEG,0
"Khá mê, dịch vụ chuyên nghiệp.",POS,2
"Hơi đông quá, nhưng chấp nhận được.",NEU,1
Hơi đông,NEU,1
"Giá hơi chát, còn lại ok.",NEU,1
"Cũng được, không có gì đặc biệt.",NEU,1
"Khá thơ mộng, nhân viên vui vẻ.",POS,2
"tiện nghi đầy đủ, ổn.",POS,2
mê nhưng chen chúc.,NEU,1
"Khá ổn, hỗ trợ nhiệt tình.",POS,2
"Tuyệt vời! ok, xịn, 10 điểm!",POS,2
"Tương đối tốt, tạm chấp nhận.",NEU,1
"Địa điểm tuyệt vời, nhân viên vui vẻ.",POS,2
Cảnh đẹp nhưng xấu.,NEU,1
"View tuyệt vời, phong cảnh tuyệt vời, đáng đi lắm!",POS,2
"wc hôi, bẩn, không recommend!",NEG,0
"nhân viên thái độ kém, thất vọng.",NEG,0
"Te qua, ko bao gio quay lai",NEG,0
"Tuyệt vời! đỉnh, mê, 10 điểm!",POS,2
"Cũng đỉnh, recommend.",POS,2
"wc hôi, thất vọng, không recommend!",NEG,0
"Tuyệt vời! xuất sắc, ổn, 10 điểm!",POS,2
"Giá hơi cao, còn lại ok.",NEU,1
"chờ lâu, nhân viên cộc lốc, bẩn!",NEG,0
"Tuyệt vời! tuyệt vời, đẹp, 10 điểm!",POS,2
"Địa điểm đẹp, phục vụ tốt, rất recommend!",POS,2
"Quá xấu, phục vụ chậm, phí tiền!",NEG,0
"Hơi dở, còn lại ok.",NEU,1
"Địa điểm thơ mộng, nhân viên thân thiện, rất recommend!",POS,2
"Hơi tệ, không nhiệt tình.",NEG,0
"Quá dở, nhân viên cộc lốc, phí tiền!",NEG,0
"Giá không đáng tiền, tồi, thất vọng!",NEG,0
"nhân viên vui vẻ, nhưng tồi.",NEU,1
"Khá ok, nhân viên thân thiện.",POS,2
"Quá xấu, phục vụ chậm, phí tiền!",NEG,0
"Quá xấu, dịch vụ tệ, phí tiền!",NEG,0
"Giá mắc, tồi, thất vọng!",NEG,0
"Tuyệt vời! thích, đẹp, 10 điểm!",POS,2
"Hơi ồn ào, nhưng chấp nhận được.",NEU,1
"chen chúc, dịch vụ tệ, kém!",NEG,0
"tuyệt vời, chỉ hơi tồi thôi.",NEU,1
"tiện nghi đầy đủ, thơ mộng.",POS,2
"Địa điểm mê, nhân viên vui vẻ, rất recommend!",POS,2
"chen chúc, nhân viên thái độ kém, thất vọng!",NEG,0
"Khá dở, không đáng tiền.",NEG,0
"Dịch vụ xấu, nhân viên thái độ kém, không bao giờ quay lại!",NEG,0
"Địa điểm thơ mộng, phục vụ tốt, rất recommend!",POS,2
"Quá xấu, phục vụ chậm, phí tiền!",NEG,0
"Cũng bẩn, không recommend.",NEG,0
"wifi mạnh, mê.",POS,2
"Hơi chán, dịch vụ tệ.",NEG,0
"Khá ok, không quá xịn.",NEU,1
"Quá tồi, phục vụ chậm, phí tiền!",NEG,0
"tiện nghi đầy đủ, ấn tượng.",POS,2
"Địa điểm xịn, dịch vụ chuyên nghiệp.",POS,2
"phục vụ tốt, nhưng tồi.",NEU,1
"Hơi chen chúc, nhưng chấp nhận được.",NEU,1
"Cũng kém, không recommend.",NEG,0
"Khá xuất sắc, nhân viên thân thiện.",POS,2
"dịch vụ chuyên nghiệp, wifi mạnh, sẽ quay lại!",POS,2
"Cũng bẩn, không recommend.",NEG,0
"Cũng tồi, không recommend.",NEG,0
"tồi, đông quá.",NEG,0
"Cũng hay, recommend.",POS,2
"Địa điểm ổn, dịch vụ chuyên nghiệp.",POS,2
Giá hơi cao,NEU,1
Cảnh lãng mạn nhưng kém.,NEU,1
"Hơi thất vọng, phục vụ chậm.",NEG,0
"Không kém lắm, cũng được.",NEU,1
"Quá bẩn, nhân viên thái độ kém, phí tiền!",NEG,0
"Tạm ổn, bình thường.",NEU,1
"Cũng được, không có gì đặc biệt.",NEU,1
"Khá ok, không quá mê.",NEU,1
Cũng được,NEU,1
"Địa điểm xịn, nhân viên thân thiện.",POS,2
"chờ lâu, phục vụ chậm, bẩn!",NEG,0
"mê, chỉ hơi kém thôi.",NEU,1
"Khá hay, dịch vụ chuyên nghiệp.",POS,2
"Tuyệt vời! hay, hay, 10 điểm!",POS,2
"Cũng tồi, không recommend.",NEG,0
"Khá chán, không đáng tiền.",NEG,0
"phục vụ chậm, tồi.",NEG,0
"Cảnh ổn, chụp hình tuyệt vời, thích lắm!",POS,2
decor đẹp nhưng mắc.,NEU,1
Tuy bẩn nhưng lãng mạn.,NEU,1
"Quá tệ, phục vụ chậm, phí tiền!",NEG,0
